Area Code,Year Code,Value
220,1967,2858
220,1968,2313
220,1969,1905
220,1970,1814
220,1971,3422
220,1972,3595
220,1973,2463
220,1974,2493
220,1975,2540
220,1976,2540
220,1977,3000
220,1978,3675
220,1979,3600
220,1980,3532
220,1981,3452
220,1982,3182
220,1983,2500
220,1984,1916
220,1985,2216
220,1986,1196
220,1987,1472
220,1988,2361
220,1989,1680
220,1990,2000
220,1991,1807
220,1992,1335
220,1993,1839
220,1994,2095
220,1995,3308
220,1996,3183
220,1997,2724
220,1998,915
220,1999,2613
220,2000,785
220,2001,1642
220,2002,2780
220,2003,1486
220,2004,1487
220,2005,953
220,2006,1000
220,2007,1633
220,2008,753
220,2009,863
220,2010,921
220,2011,1033
220,2012,1544
220,2013,772
220,2014,2068
220,2015,1702
220,2016,863
220,2017,2052
220,2018,2610
220,2019,1826
5204,1961,1400
5204,1962,1400
5204,1963,1400
5204,1964,1300
5204,1965,1300
5204,1966,1300
5204,1967,1300
5204,1968,1300
5204,1969,1200
5204,1970,1400
5204,1971,1400
5204,1972,1500
5204,1973,1467
5204,1974,1482
5204,1975,1497
5204,1976,1512
5204,1977,1528
5204,1978,1553
5204,1979,1584
5204,1980,2004
5204,1981,2068
5204,1982,2134
5204,1983,2203
5204,1984,2273
5204,1985,2346
5204,1986,2421
5204,1987,2498
5204,1988,2578
5204,1989,2097
5204,1990,1615
5204,1991,1911
5204,1992,1936
5204,1993,1961
5204,1994,1920
5204,1995,1945
5204,1996,2243
5204,1997,2154
5204,1998,2201
5204,1999,2108
5204,2000,1908
5204,2001,1940
5204,2002,1942
5204,2003,1943
5204,2004,1946
5204,2005,1949
5204,2006,1958
5204,2007,1959
5204,2008,1962
5204,2009,1965
5204,2010,1967
5204,2011,1968
5204,2012,1970
5204,2013,1973
5204,2014,1977
5204,2015,1980
5204,2016,1983
5204,2017,1987
5204,2018,1987
5204,2019,1980
5206,1961,32057
5206,1962,32097
5206,1963,33001
5206,1964,33435
5206,1965,32683
5206,1966,34297
5206,1967,35112
5206,1968,35110
5206,1969,35627
5206,1970,36425
5206,1971,39091
5206,1972,41203
5206,1973,38959
5206,1974,40919
5206,1975,43471
5206,1976,27453
5206,1977,28646
5206,1978,32077
5206,1979,31297
5206,1980,33118
5206,1981,29499
5206,1982,27667
5206,1983,25362
5206,1984,33133
5206,1985,26670
5206,1986,25872
5206,1987,32425
5206,1988,39510
5206,1989,40809
5206,1990,48953
5206,1991,57898
5206,1992,34533
5206,1993,33061
5206,1994,28008
5206,1995,37620
5206,1996,24631
5206,1997,23100
5206,1998,24678
5206,1999,28488
5206,2000,28592
5206,2001,26545
5206,2002,41582
5206,2003,47712
5206,2004,50456
5206,2005,52635
5206,2006,66732
5206,2007,69952
5206,2008,74830
5206,2009,90940
5206,2010,95763
5206,2011,104874
5206,2012,116000
5206,2013,116921
5206,2014,107180
5206,2015,95601
5206,2016,88066
5206,2017,82888
5206,2018,64087
5206,2019,73902
5207,1961,1989
5207,1962,3455
5207,1963,4535
5207,1964,4949
5207,1965,5400
5207,1966,5891
5207,1967,6362
5207,1968,6915
5207,1969,7372
5207,1970,7619
5207,1971,5912
5207,1972,4875
5207,1973,3950
5207,1974,3649
5207,1975,3422
5207,1976,3328
5207,1977,3468
5207,1978,3423
5207,1979,3385
5207,1980,3447
5207,1981,3420
5207,1982,3750
5207,1983,4135
5207,1984,4408
5207,1985,4740
5207,1986,4791
5207,1987,5161
5207,1988,5326
5207,1989,5630
5207,1990,5863
5207,1991,6984
5207,1992,6369
5207,1993,7288
5207,1994,6231
5207,1995,5350
5207,1996,4063
5207,1997,3975
5207,1998,3369
5207,1999,2894
5207,2000,2935
5207,2001,2410
5207,2002,2884
5207,2003,3568
5207,2004,3983
5207,2005,2684
5207,2006,3903
5207,2007,2875
5207,2008,2262
5207,2009,2315
5207,2010,2439
5207,2011,2871
5207,2012,2324
5207,2013,1706
5207,2014,2264
5207,2015,2483
5207,2016,2640
5207,2017,3223
5207,2018,2647
5207,2019,2561
